Wavelength (nm),Fit AF488,Fit AF555,Fit AF594,Fit AF610,Fit AF647,Fit full,Experimental,Residuals,Fit AF488 integrated,Fit AF555 integrated,Fit AF594 integrated,Fit AF610 integrated,Fit AF647 integrated,Fit full Integrated,Sum residuals,Coeff of Determination (R2)
770,0.0,0.0,0.0,2315.7141545999866,1374998.410681792,1377314.124836392,1377314.12483639,4.391018798566293e-18,,,,,,,,
771,0.0,0.0,0.0,2238.5260827999873,1368814.2048891261,1371052.7309719261,1371052.73097193,1.566672139241554e-17,,,,,,,,
772,0.0,0.0,0.0,2212.793949999987,1338698.999579858,1340911.793529858,1340911.79352986,3.469446951953614e-18,,,,,,,,
773,0.0,0.0,0.0,2187.0618171999877,1293445.9203112742,1295632.9821284742,1295632.98212847,1.7564075194265172e-17,,,,,,,,
774,0.0,0.0,0.0,2135.6053883999875,1244032.2111243661,1246167.816512766,1246167.81651277,1.566672139241554e-17,,,,,,,,
775,0.0,0.0,0.0,2032.6851837999884,1208491.60042403,1210524.2856078302,1210524.28560783,5.421010862427522e-20,,,,,,,,
776,0.0,0.0,0.0,0.0,1142717.8265245662,1142717.8265245662,1142717.82652457,1.3877787807814457e-17,,,,,,,,
777,0.0,0.0,0.0,0.0,1123522.296853876,1123522.296853876,1123522.29685388,1.566672139241554e-17,,,,,,,,
778,0.0,0.0,0.0,0.0,1073411.9860849201,1073411.9860849201,1073411.98608492,5.421010862427522e-20,,,,,,,,
779,0.0,0.0,0.0,0.0,1049173.712649258,1049173.712649258,1049173.71264926,3.469446951953614e-18,,,,,,,,
780,0.0,0.0,0.0,0.0,1035340.2782209001,1035340.2782209001,1035340.2782209,1.3552527156068805e-20,,,,,,,,
781,0.0,0.0,0.0,0.0,1010198.2690807582,1010198.2690807582,1010198.26908076,3.0493186101154812e-18,,,,,,,,
782,0.0,0.0,0.0,0.0,956979.6250911101,956979.6250911101,956979.62509111,1.3552527156068805e-20,,,,,,,,
783,0.0,0.0,0.0,0.0,932127.2430673421,932127.2430673421,932127.243067342,1.3552527156068805e-20,,,,,,,,
784,0.0,0.0,0.0,0.0,899715.1691501181,899715.1691501181,899715.169150118,1.3552527156068805e-20,,,,,,,,
785,0.0,0.0,0.0,0.0,869392.7684220842,869392.7684220842,869392.768422084,1.3552527156068805e-20,,,,,,,,
786,0.0,0.0,0.0,0.0,869607.6072271941,869607.6072271941,869607.607227194,1.3552527156068805e-20,,,,,,,,
787,0.0,0.0,0.0,0.0,836734.289783686,836734.289783686,836734.289783686,0.0,,,,,,,,
788,0.0,0.0,0.0,0.0,826636.2382012181,826636.2382012181,826636.238201218,1.3552527156068805e-20,,,,,,,,
789,0.0,0.0,0.0,0.0,816480.8944132561,816480.8944132561,816480.894413256,1.3552527156068805e-20,,,,,,,,
790,0.0,0.0,0.0,0.0,805476.289433168,805476.289433168,805476.289433168,0.0,,,,,,,,
791,0.0,0.0,0.0,0.0,816943.7628980861,816943.7628980861,816943.762898086,1.3552527156068805e-20,,,,,,,,
792,0.0,0.0,0.0,0.0,786419.811828686,786419.811828686,786419.811828686,0.0,,,,,,,,
793,0.0,0.0,0.0,0.0,754134.4083604801,754134.4083604801,754134.40836048,1.3552527156068805e-20,,,,,,,,
794,0.0,0.0,0.0,0.0,709256.6383075261,709256.6383075261,709256.638307526,1.3552527156068805e-20,,,,,,,,
795,0.0,0.0,0.0,0.0,701178.2061996601,701178.2061996601,701178.20619966,1.3552527156068805e-20,,,,,,,,
796,0.0,0.0,0.0,0.0,684378.1801448961,684378.1801448961,684378.180144896,1.3552527156068805e-20,,,,,,,,
797,0.0,0.0,0.0,0.0,677921.8346196181,677921.8346196181,677921.834619618,1.3552527156068805e-20,,,,,,,,
798,0.0,0.0,0.0,0.0,644659.9161048441,644659.9161048441,644659.916104844,1.3552527156068805e-20,,,,,,,,
799,0.0,0.0,0.0,0.0,633686.060321682,633686.060321682,633686.060321682,0.0,,,,,,,,
800,0.0,0.0,0.0,0.0,622761.26219935,622761.26219935,622761.26219935,0.0,,,,,,,,
801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
