Wavelength (nm),Fit AF488,Fit AF555,Fit AF594,Fit AF610,Fit AF647,Fit full,Experimental,Residuals,Fit AF488 integrated,Fit AF555 integrated,Fit AF594 integrated,Fit AF610 integrated,Fit AF647 integrated,Fit full Integrated,Sum residuals,Coeff of Determination (R2)
577,2759.7669000002184,2954216.9244999955,0.0,0.0,0.0,2956976.6913999957,2956976.6914,1.7564075194265172e-17,,,,,,,,
578,2662.4878500002105,2838030.3847499955,0.0,0.0,0.0,2840692.8725999957,2840692.8726,1.7564075194265172e-17,,,,,,,,
579,2557.067700000202,2729338.498749996,0.0,0.0,0.0,2731895.566449996,2731895.56645,1.3877787807814457e-17,,,,,,,,
580,2462.1201000001947,2604988.9780499963,452217.0112320003,7101.5269339999595,0.0,3066769.6363159968,3066769.636316,1.0625181290357943e-17,,,,,,,,
581,2354.271150000186,2516815.993899996,488748.81283200026,3576.4921711999796,0.0,3011495.5700531965,3011495.5700532,1.0625181290357943e-17,,,,,,,,
582,2241.6207000001773,2404507.8219499965,542814.5577120003,2650.2078807999847,0.0,2952214.2082427973,2952214.2082428,7.806255641895632e-18,,,,,,,,
583,2134.9680000001686,2321348.0310999965,619559.7530640004,2856.0487797999835,0.0,2945898.8009437975,2945898.8009438,5.421010862427522e-18,,,,,,,,
584,2066.3593500001634,2207720.947949996,711963.1128960005,3267.7305777999813,0.0,2925018.1507737967,2925018.1507738,1.0625181290357943e-17,,,,,,,,
585,1969.5835500001558,2116030.7440499966,810916.4280000005,4065.370367599977,0.0,2932982.125967597,2932982.1259676,7.806255641895632e-18,,,,,,,,
586,1907.360400000151,2029891.943849997,919495.7553600005,4502.784298399974,0.0,2955797.8439083975,2955797.8439084,5.421010862427522e-18,,,,,,,,
587,1837.5390000001453,1934822.029999997,1042474.8969600006,5480.524037999968,0.0,2984614.989997998,2984614.989998,5.421010862427522e-18,,,,,,,,
588,1757.093250000139,1881190.990099997,1190090.2456800006,6252.434143999964,0.0,3079290.763173998,3079290.763174,5.421010862427522e-18,,,,,,,,
589,1698.4209000001342,1805689.238299997,1348484.5315200007,7178.714515999958,0.0,3163050.9052359974,3163050.905236,7.806255641895632e-18,,,,,,,,
590,1632.500430000129,1753475.4364999973,1517837.623680001,8593.903451999951,0.0,3281539.4640619983,3281539.464062,3.469446951953614e-18,,,,,,,,
591,1562.3010150001235,1710304.3826499975,1693063.9958400012,10575.08077799994,0.0,3415505.760282999,3415505.760283,8.673617379884035e-19,,,,,,,,
592,1502.9358300001186,1671477.0859499974,1888672.852080001,12067.418111999932,0.0,3573720.2919719988,3573720.291972,1.951563910473908e-18,,,,,,,,
593,1440.534975000114,1615247.7761999974,2115949.6999200014,14074.39320399992,0.0,3746712.404298999,3746712.404299,8.673617379884035e-19,,,,,,,,
594,1386.6009300001097,1596815.1789499975,2304675.806160001,16544.503583999904,0.0,3919422.0896239984,3919422.089624,1.951563910473908e-18,,,,,,,,
595,1332.3811050001054,1569044.8530499975,2531887.3137600017,20043.816009999886,0.0,4122308.3639249993,4122308.363925,8.673617379884035e-19,,,,,,,,
596,1276.603185000101,1543912.7191999976,2764826.0035200017,23131.427045999866,0.0,4333146.752950999,4333146.752951,8.673617379884035e-19,,,,,,,,
597,1224.943995000097,1532829.5032499975,3026689.863120002,26965.209197999844,0.0,4587709.519563,4587709.519563,0.0,,,,,,,,
598,1188.737220000094,1528524.9289999977,3288676.327440002,31030.598177999822,0.0,4849420.591837999,4849420.591838,8.673617379884035e-19,,,,,,,,
599,1134.7185300000897,1509199.6269999978,3561539.372160002,37154.39124999979,0.0,5109028.10894,5109028.10894,0.0,,,,,,,,
600,1104.3938400000873,1498523.3956999977,3844277.6030400023,42815.05882999975,0.0,5386720.451409999,5386720.45141,8.673617379884035e-19,,,,,,,,
601,1059.2971950000838,1505426.6094499975,4118887.9485600023,49633.491159999714,0.0,5675007.346364999,5675007.346365,8.673617379884035e-19,,,,,,,,
602,1024.419000000081,1486252.4942999976,4390201.915680002,57326.87771999968,0.0,5934805.706699999,5934805.7067,8.673617379884035e-19,,,,,,,,
603,991.4731200000784,1505669.4694999978,4678772.313600003,66306.67499999961,0.0,6251739.931220001,6251739.93122,8.673617379884035e-19,,,,,,,,
604,948.417690000075,1489041.5035499977,4976579.912640003,76521.55195999956,0.0,6543091.38584,6543091.38584,0.0,,,,,,,,
605,922.8156300000729,1502158.9034499975,5252850.193920003,87122.7831599995,0.0,6843054.69616,6843054.69616,0.0,,,,,,,,
606,889.2861450000703,1509731.1836999976,5492377.235520002,99781.51721999943,0.0,7102779.222585,7102779.222585,0.0,,,,,,,,
607,843.1709550000667,1484986.0733999975,5759112.246720003,110742.99631999935,0.0,7355684.487395,7355684.487395,0.0,,,,,,,,
608,826.4947350000652,1484212.0262999977,6005190.198000004,127338.25297999928,0.0,7617566.972015001,7617566.972015,8.673617379884035e-19,,,,,,,,
609,791.6487150000626,1491882.6334499978,6222572.037360004,143060.00031999918,0.0,7858306.319845,7858306.319845,0.0,,,,,,,,
610,766.4773050000607,1472433.1290499978,6431560.225440003,157777.6576599991,0.0,8062537.489455,8062537.489455,0.0,,,,,,,,
611,746.415120000059,1476074.9208499978,6634232.435040005,176226.072619999,0.0,8287279.843630001,8287279.84363,8.673617379884035e-19,,,,,,,,
612,714.7859400000566,1453514.8116999976,6800802.326640004,197042.03383999888,0.0,8452073.958120001,8452073.95812,3.469446951953614e-18,,,,,,,,
613,693.7413450000549,1419865.202549998,6931177.396080005,216596.66209999874,0.0,8568333.002075002,8568333.002075,3.469446951953614e-18,,,,,,,,
614,668.863800000053,1419950.5916999977,7038152.583840003,238415.92963999865,0.0,8697187.96898,8697187.96898,0.0,,,,,,,,
615,642.2996250000508,1392423.1258499976,7155220.269120004,260003.3748399985,0.0,8808289.069435,8808289.069435,0.0,,,,,,,,
616,624.0250500000493,1362526.5731499977,7236644.4864000045,283855.4103399984,0.0,8883650.49494,8883650.49494,0.0,,,,,,,,
617,600.0655650000474,1326881.9629499977,7310770.419120004,303539.00293999823,0.0,8941791.450575002,8941791.450575,3.469446951953614e-18,,,,,,,,
618,589.5492900000467,1299137.882199998,7341600.000000005,327391.08741999813,0.0,8968718.51891,8968718.51891,0.0,,,,,,,,
619,562.2521850000445,1263585.314849998,7328804.325360005,350779.429259998,0.0,8943731.321655001,8943731.321655,3.469446951953614e-18,,,,,,,,
620,545.2256700000431,1249628.070149998,7312552.225440004,373807.7191199978,0.0,8936533.24038,8936533.24038,0.0,,,,,,,,
621,517.0669350000409,1213025.3271499982,7302790.834080004,392977.07069999777,0.0,8909310.298865,8909310.298865,0.0,,,,,,,,
622,503.1445650000398,1162032.4792999981,7229910.770880004,412969.23729999765,0.0,8805415.632045,8805415.632045,0.0,,,,,,,,
623,477.9571500000378,1131263.1829499982,7166517.523200004,429745.81791999756,0.0,8728004.481220001,8728004.48122,3.469446951953614e-18,,,,,,,,
624,461.1200550000365,1075427.5504499984,7107726.724560004,445003.82261999743,0.0,8628619.217685,8628619.217685,0.0,,,,,,,,
625,443.64655500003505,1069462.5083999983,6999008.640960004,461908.48593999736,0.0,8530823.281855,8530823.281855,0.0,,,,,,,,
626,426.72069000003376,1010680.7653999984,6859397.104560005,473229.1843599973,0.0,8343733.775010001,8343733.77501,8.673617379884035e-19,,,,,,,,
627,402.45133500003186,976984.9499999984,6737444.318640005,480485.17951999727,0.0,8195316.899495,8195316.899495,0.0,,,,,,,,
628,395.1317700000312,941077.8882999985,6598184.444880004,486532.0054199972,0.0,8026189.47037,8026189.47037,0.0,,,,,,,,
629,376.16469000002974,897526.0949499985,6472609.313520004,489105.2186999972,0.0,7859616.79186,7859616.79186,0.0,,,,,,,,
630,357.6647250000283,866146.8760999986,6307583.360400003,489799.9999999972,519860.0967362341,8183747.997961233,8183747.99796123,1.3877787807814457e-17,,,,,,,,
631,347.9737800000275,833888.2598999987,6176372.082720004,487278.2157199972,569133.012120392,8067019.544240392,8067019.54424039,3.469446951953614e-18,,,,,,,,
632,336.6523050000266,800159.5456499987,6012580.986720003,484705.00243999716,659532.9627661441,7957315.149881143,7957315.14988114,7.806255641895632e-18,,,,,,,,
633,325.2625200000257,782580.1005999987,5855859.117360003,477500.4362799973,761352.7252218201,7877617.64198182,7877617.64198182,0.0,,,,,,,,
634,317.5121400000251,739697.7433999989,5657569.842960003,468752.1674599973,893234.5100584282,7759571.776018428,7759571.77601843,3.469446951953614e-18,,,,,,,,
635,306.8912550000243,719014.3472999989,5496020.137440003,458177.67933999735,1033208.623584426,7706727.678919426,7706727.67891943,1.3877787807814457e-17,,,,,,,,
636,301.5929400000239,692412.115399999,5347301.346240003,448219.5555399974,1205990.1130238383,7694224.7231438365,7694224.72314384,1.3877787807814457e-17,,,,,,,,
637,279.43707000002206,671138.3882499989,5157010.010880003,432550.0208799975,1407401.5358188082,7668379.392898807,7668379.39289881,7.806255641895632e-18,,,,,,,,
638,276.16792500002185,638610.666849999,4983504.509760003,418269.99983999756,1631240.8629956003,7671902.2073706,7671902.2073706,0.0,,,,,,,,
639,261.5047050000207,621395.327049999,4829567.3092800025,406639.89475999767,1891233.3203594321,7749097.356154432,7749097.35615443,3.469446951953614e-18,,,,,,,,
640,257.3618850000203,585786.2032499991,4672018.041600003,386673.00183999777,2165907.832518438,7810642.441093438,7810642.44109344,3.469446951953614e-18,,,,,,,,
641,246.6644400000195,564798.954849999,4521351.523920002,371466.3771599978,2503068.0703196,7960931.5906895995,7960931.5906896,8.673617379884035e-19,,,,,,,,
642,239.1516600000189,547823.8875499992,4367607.407520003,357494.881139998,2913734.15495296,8186899.48282296,8186899.48282296,0.0,,,,,,,,
643,234.43315500001853,537236.7418999991,4233449.211600002,340359.22813999804,3324544.11395384,8435823.72874884,8435823.72874884,0.0,,,,,,,,
644,228.86506500001812,514143.9670999992,4077899.7957600025,323453.68317999813,3810611.23333598,8726337.544440981,8726337.54444098,3.469446951953614e-18,,,,,,,,
645,216.62965500001712,507344.2553499992,3937026.9724800023,309611.2494599982,4328153.8772831,9082352.9842281,9082352.9842281,0.0,,,,,,,,
646,207.2970900000164,486770.6452999992,3836745.121440002,292809.3951599983,4863416.28351314,9479948.74250314,9479948.74250314,0.0,,,,,,,,
647,200.61772500001587,471398.01074999926,3708341.2716000024,279378.3934399984,5510176.164049781,9969494.457564782,9969494.45756478,3.469446951953614e-18,,,,,,,,
648,195.39184500001545,453547.2425999993,3589032.930000002,263450.88111999846,6181549.490592921,10487775.936157921,10487775.9361579,4.198030811863873e-16,,,,,,,,
649,193.09686000001528,445213.4833499993,3471052.6838400024,249968.45039999855,6884773.8847149415,11051201.599164942,11051201.5991649,1.835337437583462e-15,,,,,,,,
650,181.86811500001437,443492.39294999925,3362551.911600002,237437.89699999863,7667558.541199001,11711222.610864,11711222.610864,0.0,,,,,,,,
651,175.5430050000139,425210.9825499993,3269726.923680002,225499.21791999871,8464605.43001022,12385218.09716522,12385218.0971652,3.469446951953614e-16,,,,,,,,
652,174.40368000001376,414195.7821999994,3176772.723600002,213483.00349999877,9449818.862473221,13254444.775453221,13254444.7754532,4.198030811863873e-16,,,,,,,,
653,166.8103800000132,401588.4992999994,3089705.018400002,201544.32441999885,10397499.461799802,14090504.114299802,14090504.1142998,3.469446951953614e-18,,,,,,,,
654,161.6528925000128,399340.28799999936,2995559.2766400017,190017.07733999888,11247746.84894758,14832825.14382008,14832825.1438201,3.469446951953614e-16,,,,,,,,
655,154.96144950001224,382137.51629999944,2919434.2262400016,180857.37651999897,12435143.048308322,15917727.128817823,15917727.1288178,4.996003610813204e-16,,,,,,,,
656,148.81358250001176,383569.91004999937,2850807.1519200015,171105.752399999,13384787.250255402,16790418.878207903,16790418.8782079,1.3877787807814457e-17,,,,,,,,
657,145.95502350001152,367777.24220499943,2768130.4576800014,163232.65821999908,14486229.456297422,17785515.76942592,17785515.7694259,4.996003610813204e-16,,,,,,,,
658,136.01855850001076,356192.7069249994,2720876.2492800015,155255.8243999991,15606096.66922978,18838557.46839328,18838557.4683933,3.469446951953614e-16,,,,,,,,
659,134.76642300001066,352596.78868999943,2652409.2218400016,147691.30421999915,16507272.335954443,19660104.41712744,19660104.4171274,1.6792123247455493e-15,,,,,,,,
660,131.80320450001042,351879.5198299994,2595547.0615200014,139997.77071999921,17586186.215564143,20673742.370838642,20673742.3708386,1.6792123247455493e-15,,,,,,,,
661,125.51036850000992,335972.0386949995,2542451.1420000014,133539.41485999923,18558432.018501863,21570520.124425363,21570520.1244254,1.3877787807814457e-15,,,,,,,,
662,120.37707000000952,326625.8080949995,2508142.3768800013,125331.59135999928,19515702.114321344,22475922.267726343,22475922.2677263,1.9984014443252818e-15,,,,,,,,
663,118.30361400000935,336760.76089999947,2457328.9608000014,122192.6590799993,20537820.92835636,23454221.61275036,23454221.6127504,1.6792123247455493e-15,,,,,,,,
664,116.82602250000923,318665.4692749995,2396657.9784000013,116531.89353999934,21455820.01598402,24287792.183221523,24287792.1832215,4.996003610813204e-16,,,,,,,,
665,115.1712870000091,312238.6974099995,2357185.8660000013,111746.30263999935,21986392.436186202,24767678.473523203,24767678.4735232,1.3877787807814457e-17,,,,,,,,
666,109.07171550000864,310701.2491299995,2319066.0763200014,106574.55341999939,22580960.751198363,25317411.701783862,25317411.7017839,1.3877787807814457e-15,,,,,,,,
667,111.20556150000878,299321.4629849995,2272968.904080001,102535.12383999942,23033634.919159044,25708571.615625545,25708571.6156255,1.9984014443252818e-15,,,,,,,,
668,102.23937900000809,283436.9371149996,2219515.4486400015,98958.60423999943,23592377.089641303,26194390.3190153,26194390.3190153,0.0,,,,,,,,
669,100.71347550000796,287450.2271649995,2185210.3543200013,95124.05799999945,23842310.650454804,26410196.003415305,26410196.0034153,1.3877787807814457e-17,,,,,,,,
670,100.72152750000795,284337.8850599996,2122571.0889600012,92062.66105999947,24161615.501413703,26660687.858021203,26660687.8580212,1.3877787807814457e-17,,,,,,,,
671,99.29226450000785,272771.7583499996,2093748.7015200013,90544.18309999947,24227800.000000004,26684963.935234506,26684963.9352345,5.551115123125783e-17,,,,,,,,
672,91.69495500000724,264374.4192999996,2062530.7500000012,85810.07017999951,24052649.250739902,26465456.1851749,26465456.1851749,0.0,,,,,,,,
673,88.17613200000697,253219.7130399996,2029702.0514400012,83931.78513999951,23808452.285418123,26175394.011170123,26175394.0111701,4.996003610813204e-16,,,,,,,,
674,86.60996850000684,249386.8861199996,1974723.745680001,83314.29427999952,23472571.435118165,25780082.971166667,25780082.9711667,1.124100812432971e-15,,,,,,,,
675,83.95272600000665,248957.0570999996,1951215.9424800011,81152.95381999953,23069355.8835408,25350765.7896668,25350765.7896668,0.0,,,,,,,,
676,0.0,240736.22592499963,1920166.8477600012,79377.57575999954,22750288.348728463,24990568.998173464,24990568.9981735,1.3877787807814457e-15,,,,,,,,
677,0.0,226437.05497499963,1875999.048000001,77988.16009999954,21942420.70662834,24122844.969703343,24122844.9697033,1.6792123247455493e-15,,,,,,,,
678,0.0,228752.13595999964,1841005.3116000013,76058.44605999957,21426638.742940046,23572454.636560045,23572454.63656,1.9984014443252818e-15,,,,,,,,
679,0.0,218698.54311999967,1803929.497440001,75415.14273999957,20873239.810234264,22971282.993534263,22971282.9935343,1.3877787807814457e-15,,,,,,,,
680,0.0,219307.46756499965,1773088.170000001,73768.43513999958,20204058.04325904,22270222.11596404,22270222.115964,1.6792123247455493e-15,,,,,,,,
681,0.0,205564.7307599997,1740023.8060800012,72713.50389999957,19483301.92365546,21501603.964395463,21501603.9643955,1.3877787807814457e-15,,,,,,,,
682,0.0,189251.0412399997,1701877.586640001,71890.10111999958,18676779.140082765,20639797.869082764,20639797.8690828,1.3877787807814457e-15,,,,,,,,
683,0.0,192238.7003999997,1661660.3018400008,70680.7849199996,18109520.29462828,20034100.081788283,20034100.0817883,3.469446951953614e-16,,,,,,,,
684,0.0,194717.79508999968,1628424.878640001,69497.2321999996,17183164.21018986,19075804.11611986,19075804.1161199,1.3877787807814457e-15,,,,,,,,
685,0.0,182102.4538199997,1596864.808560001,67901.95359999962,16548393.713297904,18395262.929277904,18395262.9292779,1.3877787807814457e-17,,,,,,,,
686,0.0,174444.59959499972,1561103.8749600009,67104.26531999961,15910188.220726961,17712840.960601963,17712840.960602,1.3877787807814457e-15,,,,,,,,
687,0.0,172481.27754999974,1516968.378240001,66564.01591999961,15017777.27803648,16773790.949746482,16773790.9497465,3.469446951953614e-16,,,,,,,,
688,0.0,162648.84630499972,1476248.193840001,65226.029259999625,14366836.687096322,16070959.756501323,16070959.7565013,4.996003610813204e-16,,,,,,,,
689,0.0,159836.36427999975,1445516.9904000007,64299.67051999963,13851317.781592082,15520970.806792082,15520970.8067921,3.469446951953614e-16,,,,,,,,
690,0.0,153251.45614499974,1418619.5704800007,62292.81297999964,13015395.19506496,14649559.03466996,14649559.03467,1.6792123247455493e-15,,,,,,,,
691,0.0,142063.96192999976,1374762.320400001,60543.14941999965,12344103.797250303,13921473.229000304,13921473.2290003,1.3877787807814457e-17,,,,,,,,
692,0.0,145164.47523499976,1350434.4604800006,59539.64717999966,11839440.41435074,13394578.99724574,13394578.9972457,1.6792123247455493e-15,,,,,,,,
693,0.0,137371.47696999979,1307024.313840001,57764.26911999967,11269991.49449248,12772151.554422481,12772151.5544225,3.469446951953614e-16,,,,,,,,
694,0.0,128069.2347199998,1282557.6976800007,56117.46355999968,10783214.287365703,12249958.683325702,12249958.6833257,3.469446951953614e-18,,,,,,,,
695,0.0,130993.2401499998,1245631.6521600008,55139.82275999968,10339112.34629986,11770877.06136986,11770877.0613699,1.5300261058115439e-15,,,,,,,,
696,0.0,114673.63622999981,1217958.9592800008,53287.20323999969,9845744.663943721,11231664.462693721,11231664.4626937,4.198030811863873e-16,,,,,,,,
697,0.0,114787.15574499982,1193319.0813600007,52721.141379999695,9447491.656298662,10808319.034783661,10808319.0347837,1.5300261058115439e-15,,,,,,,,
698,0.0,115594.28651999982,1165926.8376000007,49787.87611999971,9039774.97197166,10371083.97221166,10371083.9722117,1.5300261058115439e-15,,,,,,,,
699,0.0,107374.78608499983,1117876.7997600008,48372.696979999724,8634687.42066282,9908311.70348782,9908311.70348782,0.0,,,,,,,,
700,0.0,105259.20520499983,1094915.9457600007,47780.90592599972,8250786.498986781,9498742.55587778,9498742.55587778,0.0,,,,,,,,
701,0.0,106602.43937499984,1056244.8019200007,45619.63403799974,8001546.105222401,9210012.980555402,9210012.9805554,3.469446951953614e-18,,,,,,,,
702,0.0,99342.25461999985,1025871.8685600006,44075.78933599975,7703699.189223481,8872989.101739481,8872989.10173948,3.469446951953614e-18,,,,,,,,
703,0.0,94036.92692499985,992640.8503200007,42532.018103999755,7424360.475957321,8553570.271306321,8553570.27130632,3.469446951953614e-18,,,,,,,,
704,0.0,91550.58709499985,954703.8664800005,40859.512737999765,7202528.226734461,8289642.193047461,8289642.19304746,8.673617379884035e-19,,,,,,,,
705,0.0,86726.21101499986,918667.6228800005,39264.229239999775,6892068.960092241,7936727.023227241,7936727.02322724,8.673617379884035e-19,,,,,,,,
706,0.0,80270.56948499987,899007.5522400006,37977.70586599978,6661124.274295161,7678380.101886161,7678380.10188616,8.673617379884035e-19,,,,,,,,
707,0.0,82056.05291499988,871491.9696000005,35584.82714999979,6523676.0157637615,7512808.865428762,7512808.86542876,3.469446951953614e-18,,,,,,,,
708,0.0,73787.9804699999,843488.1705600005,33963.8340499998,6360570.982206121,7311810.967286121,7311810.96728612,8.673617379884035e-19,,,,,,,,
709,0.0,67638.11341999989,806150.2612800004,32883.198105999814,6125239.388045281,7031910.960851281,7031910.96085128,8.673617379884035e-19,,,,,,,,
710,0.0,78056.55080999988,782116.0653600005,31056.31267799982,6041351.80559358,6932580.73444158,6932580.73444158,0.0,,,,,,,,
711,0.0,68552.2209049999,752250.4365600004,30232.998061999828,5926315.124571861,6777350.780098861,6777350.78009886,8.673617379884035e-19,,,,,,,,
712,0.0,71058.89148499988,736745.7115200005,28354.678735999834,5857231.832707841,6693391.114448842,6693391.11444884,3.469446951953614e-18,,,,,,,,
713,0.0,66995.0702799999,708550.6638000004,26939.494697999846,5728098.23048392,6530583.45926192,6530583.45926192,0.0,,,,,,,,
714,0.0,61151.23646499991,687609.8510400004,26038.94841799985,5706539.309207981,6481339.345130982,6481339.34513098,3.469446951953614e-18,,,,,,,,
715,0.0,58533.33819999991,661557.2290320004,24315.00915399986,5636889.32667918,6381294.90306518,6381294.90306518,0.0,,,,,,,,
716,0.0,57561.63924499991,625425.0307200004,23929.022263999865,5593026.656140241,6299942.348369241,6299942.34836924,8.673617379884035e-19,,,,,,,,
717,0.0,53063.92286999992,610470.4851840005,22050.791101999872,5508576.734336641,6194161.933492641,6194161.93349264,8.673617379884035e-19,,,,,,,,
718,0.0,56374.91488499991,592172.2813440004,21201.67871999988,5476675.78414034,6146424.65908934,6146424.65908934,0.0,,,,,,,,
719,0.0,46372.62946499993,562252.4715360003,20506.94639999988,5386088.931523381,6015220.978924381,6015220.97892438,8.673617379884035e-19,,,,,,,,
720,0.0,55986.227909999914,540363.0506400003,18834.519401999893,5361418.9911328405,5976602.789084841,5976602.78908484,8.673617379884035e-19,,,,,,,,
721,0.0,43885.698194999924,536946.6370800002,18345.591245999894,5343250.803768061,5942428.730289062,5942428.73028906,3.469446951953614e-18,,,,,,,,
722,0.0,48147.393044999924,516478.03603200027,17419.3304659999,5272112.60681924,5854157.36636224,5854157.36636224,0.0,,,,,,,,
723,0.0,47814.07963999992,493575.3275040003,16441.557419999906,5284270.136241481,5842101.100805481,5842101.10080548,8.673617379884035e-19,,,,,,,,
724,0.0,48416.53520999992,466847.20488000027,15566.73053799991,5209712.68683812,5740543.15746612,5740543.15746612,0.0,,,,,,,,
725,0.0,0.0,454555.6044960003,14769.130421999915,5190917.11574678,5660241.8506647805,5660241.85066478,8.673617379884035e-19,,,,,,,,
726,0.0,0.0,443901.47457600024,13739.928375999922,5081168.287750741,5538809.690702741,5538809.69070274,8.673617379884035e-19,,,,,,,,
727,0.0,0.0,429828.2881200003,13251.083485999925,5048825.1971639,5491904.5687699,5491904.5687699,0.0,,,,,,,,
728,0.0,0.0,425414.8852800002,12762.150431999926,5031451.042025201,5469628.077737201,5469628.0777372,8.673617379884035e-19,,,,,,,,
729,0.0,0.0,406634.9256480002,12376.25170599993,4931657.356479661,5350668.533833661,5350668.53383366,8.673617379884035e-19,,,,,,,,
730,0.0,0.0,401080.49133600027,11347.049659999933,4851699.93990612,5264127.4809021205,5264127.48090212,8.673617379884035e-19,,,,,,,,
731,0.0,0.0,390807.1702080002,11038.211167999936,4800027.205450301,5201872.586826301,5201872.5868263,8.673617379884035e-19,,,,,,,,
732,0.0,0.0,381964.2130080002,10523.65177799994,4779144.637130281,5171632.501916281,5171632.50191628,8.673617379884035e-19,,,,,,,,
733,0.0,0.0,375333.2798880002,9854.629059999943,4663763.596696041,5048951.505644041,5048951.50564404,8.673617379884035e-19,,,,,,,,
734,0.0,0.0,355721.88405600016,9031.319341999948,4596696.430900141,4961449.634298141,4961449.63429814,8.673617379884035e-19,,,,,,,,
735,0.0,0.0,353652.36043200025,8851.14151399995,4508676.15269896,4871179.654644961,4871179.65464496,8.673617379884035e-19,,,,,,,,
736,0.0,0.0,343039.9308000002,8619.617951999951,4422703.53789316,4774363.086645161,4774363.08664516,8.673617379884035e-19,,,,,,,,
737,0.0,0.0,336703.7629200002,8002.087907999953,4334281.327758321,4678987.178586321,4678987.17858632,8.673617379884035e-19,,,,,,,,
738,0.0,0.0,322901.0410080002,7847.702947999955,4263027.762871461,4593776.5068274615,4593776.50682746,3.469446951953614e-18,,,,,,,,
739,0.0,0.0,320365.9865280002,7564.672017999957,4180968.9165687803,4508899.57511478,4508899.57511478,0.0,,,,,,,,
740,0.0,0.0,306189.2835120002,7101.5269339999595,4075022.69266112,4388313.50310712,4388313.50310712,0.0,,,,,,,,
741,0.0,0.0,300259.3997760002,6998.60525999996,3963914.5033765803,4271172.508412581,4271172.50841258,8.673617379884035e-19,,,,,,,,
742,0.0,0.0,298158.9680160002,6612.657553999962,3854272.6847275803,4159044.3102975804,4159044.31029758,2.168404344971009e-19,,,,,,,,
743,0.0,0.0,292000.3934400002,6484.006685999962,3729608.7651461205,4028093.1652721204,4028093.16527212,2.168404344971009e-19,,,,,,,,
744,0.0,0.0,283717.08640800015,6200.975755999964,3643543.2149223005,3933461.277086301,3933461.2770863,8.673617379884035e-19,,,,,,,,
745,0.0,0.0,280464.9044400002,5763.559865999967,3563320.23016462,3849548.6944706202,3849548.69447062,2.168404344971009e-19,,,,,,,,
746,0.0,0.0,275432.5313040002,5480.524037999968,3464096.6853225804,3745009.7406645804,3745009.74066458,2.168404344971009e-19,,,,,,,,
747,0.0,0.0,262271.68548000016,5197.49310799997,3354021.3634937406,3621490.5420817407,3621490.54208174,2.168404344971009e-19,,,,,,,,
748,0.0,0.0,262415.6542560001,5197.49310799997,3240253.9090761803,3507867.05644018,3507867.05644018,0.0,,,,,,,,
749,0.0,0.0,258765.11707200017,4888.7339635999715,3147376.4003437404,3411030.2513793404,3411030.25137934,2.168404344971009e-19,,,,,,,,
750,0.0,0.0,249881.78107200016,4657.160931799973,3051475.1604145407,3306014.1024183407,3306014.10241834,8.673617379884035e-19,,,,,,,,
751,0.0,0.0,0.0,4734.349003599973,2908154.47807628,2912888.82707988,2912888.82707988,0.0,,,,,,,,
752,0.0,0.0,0.0,4296.943889199975,2770980.5654609604,2775277.50935016,2775277.50935016,0.0,,,,,,,,
753,0.0,0.0,0.0,4348.399828199975,2676247.12245122,2680595.52227942,2680595.52227942,0.0,,,,,,,,
754,0.0,0.0,0.0,3859.5294685999775,2618702.73947814,2622562.2689467403,2622562.26894674,2.168404344971009e-19,,,,,,,,
755,0.0,0.0,0.0,4013.9061019999767,2518353.8133261,2522367.7194280997,2522367.7194281,2.168404344971009e-19,,,,,,,,
756,0.0,0.0,0.0,3885.2532747999776,2391848.478703324,2395733.731978124,2395733.73197812,1.7564075194265172e-17,,,,,,,,
757,0.0,0.0,0.0,3756.6092639999783,2281356.411579348,2285113.020843348,2285113.02084335,3.469446951953614e-18,,,,,,,,
758,0.0,0.0,0.0,3370.6512721999807,2159209.4304352524,2162580.0817074524,2162580.08170745,5.421010862427522e-18,,,,,,,,
759,0.0,0.0,0.0,3576.4921711999796,2092969.3273520065,2096545.8195232064,2096545.81952321,1.2197274440461925e-17,,,,,,,,
760,0.0,0.0,0.0,3267.7305777999813,1950498.8804057103,1953766.6109835103,1953766.61098351,5.421010862427522e-20,,,,,,,,
761,0.0,0.0,0.0,3216.2741489999817,1895694.7900199702,1898911.06416897,1898911.06416897,0.0,,,,,,,,
762,0.0,0.0,0.0,3036.1575459999826,1820848.1297338402,1823884.2872798403,1823884.28727984,5.421010862427522e-20,,,,,,,,
763,0.0,0.0,0.0,2881.7809125999834,1752462.0281874083,1755343.8091000083,1755343.80910001,2.656295322589486e-18,,,,,,,,
764,0.0,0.0,0.0,2804.5928407999836,1695255.4444654423,1698060.0373062424,1698060.03730624,5.421010862427522e-18,,,,,,,,
765,0.0,0.0,0.0,2933.237341399983,1612389.8344700602,1615323.0718114602,1615323.07181146,5.421010862427522e-20,,,,,,,,
766,0.0,0.0,0.0,2778.8607079999842,1569875.6537212043,1572654.5144292042,1572654.5144292,1.7564075194265172e-17,,,,,,,,
767,0.0,0.0,0.0,2727.396442399984,1529079.681413212,1531807.0778556122,1531807.07785561,4.391018798566293e-18,,,,,,,,
768,0.0,0.0,0.0,2495.8312473999854,1479739.4188020043,1482235.2500494043,1482235.2500494,1.9569849213363355e-17,,,,,,,,
769,0.0,0.0,0.0,2650.2078807999847,1434934.347170286,1437584.555051086,1437584.55505109,1.566672139241554e-17,,,,,,,,
